FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Ahmed,Elmohamady,MID,HUL,4700000,2,26,1.7,3.61702127659574E-07,5.53191489361702E-06,0,19773,1,33,0,0,0,0,0,5.5,186,-3,0,26,3,0.4,0,1.8,0,0,1,0,0,0.2,6643,0,0,0,0,1288,61,0,1,207,West Ham,Man City,Everton,West Brom,Bournemouth,0.8,0.8,1.3,0.8,1.4,0.8,0.9,0.8,0.8,1.6,0.9,1.1,0.8,1,1.2,0.8,0.9,1.3,0.8,1.7,0.9,1.1
Mohamed,Elneny,MID,ARS,4600000,0,18,0.375,8.15217391304348E-08,3.91304347826087E-06,0,28549,0,8,0,0,0,0,0,3.9,405,-4,0,18,4,0.2,0,1,0,0,1,0,1,0.5,8722,0,134,0,0,450,92,0,0,102,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marvin,Emnes,FWD,SWA,4400000,0,0,0,0,0,0,20821,0,0,0,0,0,0,0,0,382,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,13278,0,4,0,0,0,185,0,0,0,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,TOT,8600000,19,86,5.7,6.62790697674419E-07,1E-05,0,349574,0,11,0,0,0,5,0,10.2,2329,1,-2,86,-1,1.2,0,10.2,10,0,6,0,5,14.9,524954,0,738,0,2,1305,238282,2,0,310,Burnley,Southampton,Watford,Chelsea,West Brom,8.6,4.6,5.7,6.5,7.5,4.3,6,7.8,3.1,7.2,8.2,5.2,7.9,4.9,5.3,8.2,8.3,5.5,5.6,4.5,7.8,5.3
Jonny,Evans,DEF,WBA,4500000,0,39,2.8,6.22222222222222E-07,8.66666666666667E-06,0,218894,6,16,0,0,0,1,0,8.7,18099,0,0,39,0,0.8,0,3.6,3,0,3,0,0,7.1,201147,0,343,0,1,1260,1384,0,0,229,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0,3.6,2.6,3.2,2.1,2.8,2.5,3.6,3.3,3.6,2.9,2,3.8,1.8,2.2,3.6,3.7,2.3,2.7,2,2.6,2.2
Lukasz,Fabianski,GLK,SWA,4900000,1,50,3.1,6.3265306122449E-07,1.02040816326531E-05,0,102505,1,34,0,51,0,0,0,10,3788,-1,1,50,1,0.5,0,2.6,5,0,3,0,0,4.4,134806,0,366,1,0,1440,655,-1,0,293,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,3,4.4,4.1,3.1,4.2,3.4,4.1,2.7,3.1,2.5,4,3.1,2.8,3.2,3.9,3.8,2.7,4,2.2,3.7,2.4,3.5
,Fabio,DEF,MID,4400000,1,11,0.229166666666667,5.20833333333333E-08,2.5E-06,0,1167,1,7,0,0,0,0,0,2.5,117,-1,0,11,1,0.5,0,2.2,0,0,1,0,0,0.1,2580,0,0,0,0,430,514,0,0,76,Swansea,Burnley,Man Utd,Leicester,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cesc,Fabregas,MID,CHE,6900000,11,26,0.541666666666667,7.85024154589372E-08,3.76811594202899E-06,0,213587,1,4,0,0,0,1,0,3.8,439,-6,0,26,6,0.6,0,3.8,3,0,1,0,3,1.7,33857,0,617,0,1,286,6700,0,0,120,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adam,Federici,GLK,BOU,4400000,0,8,0.166666666666667,3.78787878787879E-08,1.81818181818182E-06,0,2433,1,3,0,5,0,0,0,1.8,122,-1,0,8,1,0.4,0,1.6,1,0,1,0,0,0.1,1654,0,31,0,0,180,35,0,0,37,Southampton,Chelsea,Swansea,Arsenal,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,0,5,0.104166666666667,2.08333333333333E-08,1E-06,0,134626,1,3,0,0,0,0,0,1,295,-5,0,5,5,0,0,0.2,0,0,0,0,0,0.7,6746,0,0,0,0,134,46,0,0,22,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marouane,Fellaini,MID,MUN,5800000,0,16,1.3,2.24137931034483E-07,2.75862068965517E-06,0,17055,6,10,0,0,0,0,0,2.8,139,-2,0,16,2,0,0,0.2,0,0,3,0,0,0.2,10268,0,164,0,0,706,34,0,0,118,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,0.6,1.1,0.8,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.9,0.6,0.7,0.7,0.9,0.8,0.6,0.6,0.7,0.6,0.6,0.6
Leroy,Fer,MID,SWA,5100000,0,59,4.5,8.82352941176471E-07,1.15686274509804E-05,0,468063,3,25,0,0,0,6,0,11.6,36621,1,0,59,-1,0.7,0,3.4,5,0,2,0,0,8.2,657367,0,107,0,2,1059,8402,0,0,237,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,5,4.7,5.7,4.2,3.4,2.6,5.4,3.6,6.5,3.3,6.3,4.3,3.7,5.3,4.9,3.7,4.7,4.7,4.5,5.6,5.4,5
Edimilson,Fernandes,MID,WHU,4900000,0,10,0.208333333333333,4.25170068027211E-08,2.04081632653061E-06,0,518,2,6,0,0,0,0,0,2,26,-1,0,10,1,0.2,0,0.8,0,0,1,0,0,0,600,0,0,0,0,316,14,0,0,34,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4300000,0,11,1.4,3.25581395348837E-07,2.55813953488372E-06,0,58097,3,15,0,0,0,0,0,2.6,2252,-2,0,11,2,0.1,0,0.4,0,0,1,0,0,1.2,8820,0,333,0,0,720,6,0,0,116,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.8,1.5,1.3,0.9,1.6,1,1.3,0.7,0.9,0.7,1.3,0.9,0.7,0.9,1.2,1.2,0.7,1.3,0.7,1.1,0.7,1
,Fernandinho,MID,MCI,5300000,0,35,2.5,4.71698113207547E-07,6.60377358490566E-06,0,109325,3,15,0,0,0,1,0,6.6,2574,-2,1,35,2,0.3,0,1.4,3,0,2,0,1,1.5,63958,0,417,0,0,1260,251,-1,1,225,Arsenal,Hull City,Liverpool,Burnley,Everton,0,1.8,1.2,2.8,1.5,1.9,1.5,2.1,1.5,2.1,2.4,1.9,1.3,1.2,1.3,2.1,1.5,2,2.1,1.8,2.9,1.9
,Fernando,MID,MCI,4700000,1,12,0.25,5.31914893617021E-08,2.5531914893617E-06,0,12219,2,7,0,0,0,0,0,2.6,237,-3,0,12,3,0.3,0,1.2,1,0,1,0,0,0.2,5359,0,236,0,0,438,259,0,0,78,Arsenal,Hull City,Liverpool,Burnley,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,4,0.0833333333333333,1.89393939393939E-08,9.09090909090909E-07,0,497,1,1,0,0,0,0,0,0.9,10,-1,0,4,1,0,0,0,0,0,1,0,0,0,513,0,0,0,0,165,4,0,0,27,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Firmino,MID,LIV,8600000,3,79,5.3,6.16279069767442E-07,9.18604651162791E-06,0,711372,2,19,0,0,0,5,0,9.1,126779,1,2,79,-1,0.3,0,2.4,7,0,4,0,5,13.8,854817,0,522,0,3,1334,5908,-2,0,270,Everton,Stoke,Man City,Sunderland,Man Utd,4.6,6.2,5.5,6.1,5.4,6.7,5.5,5.2,6.4,5.5,4.7,8,4.3,7.2,7.3,5.3,4.9,6.1,5.6,6.9,4.5,6.8
Viktor,Fischer,MID,MID,4900000,1,20,0.416666666666667,8.50340136054422E-08,4.08163265306122E-06,0,41802,0,6,0,0,0,0,0,4.1,135,-6,0,20,6,0.4,0,2.2,0,0,1,0,2,0.2,1942,0,0,0,0,396,479,0,0,72,Swansea,Burnley,Man Utd,Leicester,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mathieu,Flamini,MID,CRY,4300000,1,4,0.0833333333333333,1.93798449612403E-08,9.30232558139535E-07,0,2188,0,1,0,0,0,0,0,0.9,152,-2,0,4,2,0.1,0,0.4,0,0,0,0,0,0,2824,0,0,0,0,67,76,0,0,15,Chelsea,Watford,Arsenal,Swansea,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon,Flanagan,DEF,BUR,4300000,0,3,0.0625,1.45348837209302E-08,6.97674418604651E-07,0,15004,1,4,0,0,0,0,0,0.7,306,-2,0,3,2,0,0,0.2,0,0,0,0,0,0.3,3287,0,67,0,0,225,43,0,0,35,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Fletcher,FWD,WHU,5000000,1,10,1,2E-07,2E-06,0,8019,2,10,0,0,0,0,0,2,467,0,0,10,0,0.1,0,0.6,0,0,0,0,0,0.2,10815,0,0,0,0,307,562,0,0,14,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.9,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.9,0.6,0.5,0.7,0.5,0.7,0.5,0.6,0.7,0.5
Darren,Fletcher,MID,WBA,4400000,2,44,2.8,6.36363636363636E-07,1E-05,0,359396,0,15,0,0,0,1,0,10,9350,-1,0,44,1,0.9,0,4,0,0,5,0,1,8.9,186935,0,403,0,0,1354,12032,0,0,184,Man Utd,Arsenal,Southampton,Hull City,Tottenham,2.7,1.4,1.7,2.6,1.4,3.6,2.4,2.3,1.6,3,2.2,1.7,1.6,2.1,2.2,2.7,1.7,1.6,3.5,1.8,2,2
Jose,Fonte,DEF,SOU,5500000,6,57,3.8,6.90909090909091E-07,1.03636363636364E-05,0,114089,2,14,0,0,0,0,0,10.6,2833,0,-1,57,0,0.9,0,5.2,6,0,7,0,0,5.6,124577,0,487,0,0,1350,10812,1,0,301,Bournemouth,Tottenham,West Brom,Everton,Burnley,3.4,5.3,4.9,2.9,2.9,4.5,3.2,5.7,2.9,5.4,3.3,4,3.1,5.6,4.8,3.5,4.5,3,5.1,4.2,3.7,5.4
Adam,Forshaw,MID,MID,4500000,2,36,2.3,5.11111111111111E-07,8E-06,0,6338,3,17,0,0,0,0,0,8,539,0,0,36,0,0.6,0,2.8,1,0,4,0,1,0.2,11456,0,0,0,0,1329,1372,0,0,231,Swansea,Burnley,Man Utd,Leicester,Watford,1.7,1.5,1.7,2.5,1.8,1.6,1.7,1.2,2,1.6,1.6,2.5,1.8,1.6,1.6,2.4,1.2,1.3,1.3,1.2,1.8,1.2
Fraser,Forster,GLK,SOU,5100000,7,57,3.6,7.05882352941176E-07,1.11764705882353E-05,0,108486,2,15,0,23,0,0,0,11.4,2106,1,-1,57,-1,1,0,5.2,0,0,7,0,0,5.4,124906,0,233,0,0,1440,9853,1,0,249,Bournemouth,Tottenham,West Brom,Everton,Burnley,3.1,5,4.6,2.7,2.7,4.1,3,5.4,2.6,5.1,3,3.7,2.9,5.2,4.4,3.2,4.1,2.8,4.8,3.9,3.4,5.1
Ben,Foster,GLK,WBA,4700000,3,53,3.3,7.02127659574468E-07,1.12765957446809E-05,0,230377,0,19,0,51,0,0,0,11.3,13018,2,0,53,-2,0.7,0,3.4,3,0,3,0,0,15.7,500967,0,129,0,1,1440,3395,0,0,286,Man Utd,Arsenal,Southampton,Hull City,Tottenham,3.1,4.3,3.3,4.1,2.8,3.6,3.2,4.4,4,4.5,3.7,2.6,4.5,2.4,2.9,4.5,4.6,2.9,3.5,2.6,3.4,2.9
Timothy,Fosu-Mensah,DEF,MUN,4200000,0,1,0.0208333333333333,4.96031746031746E-09,2.38095238095238E-07,0,7560,0,0,0,0,0,0,0,0.2,131,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,2469,0,40,0,0,1,45,0,0,2,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Francis,DEF,BOU,4600000,6,48,3,6.52173913043478E-07,1.04347826086957E-05,0,50418,3,25,0,0,0,0,0,10.4,1623,1,0,48,-1,0.8,0,3.6,5,0,5,0,1,3.1,119078,0,462,0,1,1440,9743,0,0,332,Southampton,Chelsea,Swansea,Arsenal,Hull City,4.2,1.9,2,4.3,2.5,3.5,3.5,1.8,3.3,2.2,1.7,4.5,3.4,2.4,2.7,3.2,2,3.4,1.8,4.2,4.1,1.5
Ryan,Fraser,MID,BOU,4900000,0,25,0.520833333333333,1.06292517006803E-07,5.10204081632653E-06,0,3649,0,5,0,0,0,1,0,5.1,1901,-1,0,25,1,0.7,0,3.4,3,0,1,0,2,0.1,7965,0,0,0,1,331,352,0,0,79,Southampton,Chelsea,Swansea,Arsenal,Hull City,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
George,Friend,DEF,MID,4400000,0,35,3.5,7.95454545454545E-07,7.95454545454546E-06,0,202442,1,12,0,0,0,0,0,8,7519,-1,0,35,1,0,0,0,5,0,2,0,2,3,109375,0,0,0,0,900,1539,0,0,199,Swansea,Burnley,Man Utd,Leicester,Watford,3.6,3.1,2.9,3.5,3.5,4.9,4,3.3,4.2,3.9,4.7,3.7,3.1,3.4,4,4.5,4.6,3.5,3.5,3.2,4.7,4.3
Dael,Fry,DEF,MID,4000000,0,0,0,0,0,0,60974,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3345,0,0,0,0,0,17,0,0,0,Swansea,Burnley,Man Utd,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezekiel,Fryers,DEF,CRY,4500000,1,8,0.166666666666667,3.7037037037037E-08,1.77777777777778E-06,0,600,0,7,0,0,0,0,0,1.8,21,0,0,8,0,0,0,0.2,0,0,0,0,1,0,858,0,0,0,0,181,8,0,0,36,Chelsea,Watford,Arsenal,Swansea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5300000,2,41,2.6,4.90566037735849E-07,7.73584905660377E-06,0,308627,4,27,0,0,0,1,0,7.7,13003,-2,0,41,2,0.1,0,0.6,3,0,3,0,1,6.6,124260,0,482,0,1,1417,512,0,0,301,Stoke,Everton,West Ham,Middlesbrough,Chelsea,2.5,3.2,3.9,1.8,2.6,1.9,1.4,2.4,1.6,3.6,3.2,2.9,2.6,3.5,2.8,1.4,1.9,3.3,1.7,2.9,1.6,3.5
Jay,Fulton,MID,SWA,4400000,2,10,0.208333333333333,4.73484848484849E-08,2.27272727272727E-06,0,1126,2,10,0,0,0,0,0,2.3,18,-1,0,10,1,0.4,0,1.8,0,0,2,0,0,0,728,0,4,0,0,420,23,0,0,50,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4600000,1,18,0.375,8.15217391304348E-08,3.91304347826087E-06,0,77081,0,11,0,0,0,0,0,3.9,856,-4,0,18,4,0.2,0,0.8,1,0,1,0,0,1.2,18252,0,304,0,0,559,188,0,0,122,Liverpool,Leicester,Hull City,Southampton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Gabriel,DEF,ARS,4800000,1,6,0.125,2.60416666666667E-08,1.25E-06,0,7059,1,5,0,0,0,0,0,1.3,449,-2,0,6,2,0.3,0,1.2,0,0,0,0,0,0.2,6270,0,244,0,0,345,949,0,0,50,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brendan,Galloway,DEF,WBA,4100000,0,9,0.1875,4.57317073170732E-08,2.19512195121951E-06,0,14908,0,3,0,0,0,0,0,2.2,353,-4,0,9,4,0,0,0,0,0,1,0,0,0.2,13403,0,126,0,0,247,146,0,0,44,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0,0,0,0,25403,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1902,0,0,0,0,0,7,0,0,0,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Garcia,MID,MCI,5000000,0,3,0.0625,1.25E-08,6E-07,0,283,0,1,0,0,0,0,0,0.6,20,0,0,3,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,29,9,0,0,11,Arsenal,Hull City,Liverpool,Burnley,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Gardner,MID,WBA,5200000,1,14,0.291666666666667,5.60897435897436E-08,2.69230769230769E-06,0,6746,1,6,0,0,0,0,0,2.7,61,-3,0,14,3,0.1,0,0.4,0,0,1,0,1,0.1,4989,0,244,0,0,218,22,0,0,52,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Florin,Gardos,DEF,SOU,4000000,0,0,0,0,0,0,3633,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4794,0,0,0,0,0,67,0,0,0,Bournemouth,Tottenham,West Brom,Everton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,15,0,0,0,1,0,0,0,Bournemouth,Tottenham,West Brom,Everton,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,ARS,4800000,0,7,0.145833333333333,3.03819444444444E-08,1.45833333333333E-06,0,19693,1,1,0,0,0,0,0,1.5,439,-2,0,7,2,0,0,0,0,0,0,0,1,0.5,6229,0,69,0,0,137,86,0,0,36,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4800000,0,55,3.4,7.08333333333333E-07,1.14583333333333E-05,0,93553,1,19,0,0,0,1,0,11.5,10674,3,0,55,-3,0.5,0,2.6,7,0,4,0,0,8.2,378558,0,0,0,1,1440,14167,0,0,284,Swansea,Burnley,Man Utd,Leicester,Watford,3.4,3,2.8,3.4,3.3,4.7,3.8,3.2,4,3.8,4.5,3.5,3,3.3,3.8,4.4,4.4,3.4,3.4,3.1,4.5,4.1
Darron,Gibson,MID,EVE,4300000,0,0,0,0,0,0,4828,0,0,0,0,0,0,0,0,117,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2228,0,44,0,0,0,75,0,0,0,Liverpool,Leicester,Hull City,Southampton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,FWD,ARS,8500000,1,32,3.6,4.23529411764706E-07,3.76470588235294E-06,0,161309,0,1,0,0,0,3,0,3.7,6955,-5,1,32,5,0.3,0,2.6,5,0,0,0,2,1.2,141054,0,629,0,1,163,1186,-1,0,112,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,4.1,3.9,4.2,3,4.4,4.9,4,3.1,4.9,3.2,3.8,5,3.6,4.1,4.5,4.4,3.9,4.6,3.1,3.7,3.7,4.4
Shay,Given,GLK,STK,4400000,0,13,0.270833333333333,6.15530303030303E-08,2.95454545454545E-06,0,20107,1,14,0,18,0,0,0,3,377,-1,0,13,1,0,0,0,3,0,0,0,0,0.5,19059,1,24,1,1,450,44,0,0,92,Leicester,Liverpool,Chelsea,Watford,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,4,0,0,0,5,0,0,0,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heurelho,Gomes,GLK,WAT,4900000,2,42,2.6,5.30612244897959E-07,8.57142857142857E-06,0,69213,1,24,0,41,0,0,0,8.6,1732,-1,0,42,1,0.2,0,1.2,4,0,3,0,0,2,28646,1,375,0,0,1382,432,0,0,262,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,1.7,2.6,3.1,2.9,2.5,2,3.4,3.2,1.6,3.7,3.3,1.8,2.3,2.6,2.8,1.9,2.5,2.3,3.4,1.3,1.8,2.4
Joseph,Gomez,DEF,LIV,4800000,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,22,-2,0,0,2,0,0,0,0,0,0,0,0,0,272,0,58,0,0,0,14,0,0,0,Everton,Stoke,Man City,Sunderland,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0,0,0,0,1512,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,242,0,0,0,27,0,0,0,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynden,Gooch,MID,SUN,4300000,0,10,0.208333333333333,4.84496124031008E-08,2.32558139534884E-06,0,3325,3,5,0,0,0,0,0,2.3,106,-2,0,10,2,0,0,0.2,0,0,1,0,0,0,3763,0,0,0,0,323,10,0,0,38,Watford,Man Utd,Burnley,Liverpool,Stoke,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,1,30,0.625,1.32978723404255E-07,6.38297872340426E-06,0,8133,4,11,0,0,0,2,0,6.4,495,-3,0,30,3,0.3,0,1.4,1,0,2,0,0,0.2,7057,0,331,0,0,656,176,0,0,130,Southampton,Chelsea,Swansea,Arsenal,Hull City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3
Lewis,Grabban,FWD,BOU,4300000,0,6,0.125,2.90697674418605E-08,1.3953488372093E-06,0,157074,0,2,0,0,0,0,0,1.4,4394,-2,0,6,2,0,0,0,0,0,0,0,1,3.5,116472,0,124,0,0,60,6973,0,0,17,Southampton,Chelsea,Swansea,Arsenal,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Max,Gradel,MID,BOU,5000000,0,4,0.0833333333333333,1.66666666666667E-08,8E-07,0,12798,1,0,0,0,0,0,0,0.8,40,-5,0,4,5,0,0,0,0,0,0,0,0,0.1,1000,0,155,0,0,95,10,0,0,14,Southampton,Chelsea,Swansea,Arsenal,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,GLK,STK,4300000,10,53,4.8,1.11627906976744E-06,1.23255813953488E-05,0,17701,0,8,0,34,0,0,0,12.6,1380,3,-1,53,-3,1.3,0,5.8,6,0,5,0,0,5.3,215978,0,0,0,2,990,30823,1,0,230,Leicester,Liverpool,Chelsea,Watford,Sunderland,5.6,6,5.1,6,4.9,5.1,6.5,5.7,6,5.3,5.8,5.5,5.5,3.8,5,6.8,6.5,5.4,6.7,5.5,6.3,5.9
Andre,Gray,FWD,BUR,6100000,2,28,2.8,4.59016393442623E-07,4.59016393442623E-06,0,477407,0,11,0,0,0,1,0,4.6,1597,-4,0,28,4,0.3,0,1.8,1,0,2,0,2,2.7,145222,0,0,0,0,723,641,0,0,47,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,1.4,3.1,3.8,2.1,3.3,1.9,4.1,1.8,2.7,2.7,2.3,1.9,2,3.4,2.9,1.9,1.5,3.1,2.3,3.2,1.4,3.7
