FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Daniel,Drinkwater,MID,LEI,5300000,0,31,2.6,4.90566037735849E-07,5.84905660377358E-06,0,293775,1,20,0,0,0,0,0,5.8,9857,-2,0,31,2,0.1,0,0.3,2,0,3,0,1,4.3,67023,0,592,0,0,1068,83,0,0,192,Man City,Bournemouth,Stoke,Everton,West Ham,0,1.3,1.5,2.8,2.3,1.8,1.9,1.3,1.3,2.6,1.6,1.8,2.5,1.3,1.3,2.2,3.4,1.3,1.4,2.2,1.4,2.7,1.3,2.8
Nathan,Dyer,MID,SWA,4700000,0,2,0.0476190476190476,1.01317122593718E-08,4.25531914893617E-07,0,6673,0,2,0,0,0,0,0,0.4,73,-3,0,2,3,0.1,0,0.3,0,0,0,0,0,0.1,1048,0,64,0,0,16,41,0,0,6,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oviemuno,Ejaria,MID,LIV,4500000,0,1,0.0238095238095238,5.29100529100529E-09,2.22222222222222E-07,0,110,0,0,0,0,0,0,0,0.2,14,0,0,1,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,4,14,0,0,3,West Ham,Middlesbrough,Everton,Stoke,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,286,0,0,0,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed,Elmohamady,MID,HUL,4700000,2,23,1.8,3.82978723404255E-07,4.8936170212766E-06,0,19390,0,27,0,0,0,0,0,4.9,294,-3,1,23,3,0.4,0,2,0,0,1,0,0,0.2,6528,0,0,0,0,1108,99,-1,1,184,Crystal Palace,Tottenham,West Ham,Man City,Everton,1,0.9,0.9,0.9,1.4,1,1.4,0.9,1.1,0.9,0.9,1.6,1.1,1.2,0.9,1.1,1.2,0.9,1,1.3,0.9,1.8,1,1
Mohamed,Elneny,MID,ARS,4600000,1,18,0.428571428571429,9.3167701863354E-08,3.91304347826087E-06,0,27697,0,8,0,0,0,0,0,3.9,588,-4,0,18,4,0.4,0,1.7,0,0,1,0,1,0.5,8499,0,134,0,0,450,344,0,0,102,Stoke,Everton,Man City,West Brom,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marvin,Emnes,FWD,SWA,4400000,0,0,0,0,0,0,20003,0,0,0,0,0,0,0,0,734,-1,0,0,1,0,0,0,0,0,0,0,0,0.4,12899,0,4,0,0,0,362,0,0,0,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Eriksen,MID,TOT,8300000,18,65,5,6.02409638554217E-07,7.83132530120482E-06,0,339354,0,10,0,0,0,3,0,7.9,9944,-2,-1,65,2,1.2,0,10,7,0,5,0,4,7.9,225685,0,738,0,1,1133,81759,1,0,237,Man Utd,Hull City,Burnley,Southampton,Watford,5,6.1,7.3,4.2,5.1,5.1,5.8,4,5.6,6.3,2.6,5.7,6.8,4.5,6.5,4.3,5.1,6.5,6.7,5,4.2,4.2,6.4,4.8
Jonny,Evans,DEF,WBA,4500000,9,37,2.8,6.22222222222222E-07,8.22222222222222E-06,0,198392,6,15,0,0,0,1,0,8.2,4229,0,0,37,0,1.2,0,5.3,3,0,3,0,0,7.3,189169,0,343,0,1,1170,12572,0,0,209,Chelsea,Swansea,Man Utd,Arsenal,Southampton,2.1,2.7,2.2,3.8,2.6,3,2.2,2.7,2.6,3.3,3.5,3.5,2.9,2.2,3.7,2,2.6,3.4,4.1,2.3,2.6,2.1,2.5,2.6
Lukasz,Fabianski,GLK,SWA,5000000,2,43,3.1,6.2E-07,8.6E-06,0,96660,1,31,0,48,0,0,0,8.6,4744,0,0,43,0,0.4,0,2,5,0,2,0,0,4.5,132909,0,366,1,0,1260,1182,0,0,258,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,3,3.3,3.1,4.3,4,3.3,4,3.8,3.8,2.8,3,2.5,3.8,3.4,3,2.9,3.4,4,3.1,3.8,2.4,3.6,2.4,3.4
,Fabio,DEF,MID,4400000,5,8,0.19047619047619,4.32900432900433E-08,1.81818181818182E-06,0,935,1,3,0,0,0,0,0,1.8,123,-1,0,8,1,0.6,0,2.7,0,0,1,0,0,0,1822,0,0,0,0,250,476,0,0,54,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cesc,Fabregas,MID,CHE,6900000,4,11,0.261904761904762,3.79572118702554E-08,1.59420289855072E-06,0,212590,1,4,0,0,0,0,0,1.6,419,-6,0,11,6,0.2,0,1.3,0,0,0,0,2,1.6,26660,0,617,0,0,179,1381,0,0,67,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Adam,Federici,GLK,BOU,4400000,0,8,0.19047619047619,4.32900432900433E-08,1.81818181818182E-06,0,2179,1,3,0,5,0,0,0,1.8,187,-1,0,8,1,0.6,0,2.7,1,0,1,0,0,0.1,1571,0,31,0,0,180,193,0,0,37,Burnley,Leicester,Southampton,Chelsea,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,0,5,0.119047619047619,2.38095238095238E-08,1E-06,0,134052,1,3,0,0,0,0,0,1,447,-5,0,5,5,0.1,0,0.3,0,0,0,0,0,0.7,6673,0,0,0,0,134,39,0,0,22,Liverpool,Burnley,Hull City,Swansea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marouane,Fellaini,MID,MUN,5800000,0,15,1.4,2.41379310344828E-07,2.58620689655172E-06,0,16757,6,10,0,0,0,0,0,2.6,238,-2,0,15,2,0,0,0,0,0,3,0,0,0.3,10191,0,164,0,0,705,63,0,0,116,Tottenham,Crystal Palace,West Brom,Sunderland,Middlesbrough,0.7,0.7,0.7,1.2,0.8,0.7,0.7,0.7,0.8,0.7,0.9,0.7,0.9,0.7,0.8,0.7,0.9,0.9,0.7,0.7,0.8,0.7,0.7,0.7
Leroy,Fer,MID,SWA,5100000,1,59,4.5,8.82352941176471E-07,1.15686274509804E-05,0,397496,3,25,0,0,0,6,0,11.6,18505,1,0,59,-1,1.1,0,5.7,5,0,2,0,0,9.6,640377,0,107,0,2,1059,37177,0,0,237,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,6.3,4.4,5.2,4.5,5.4,4.4,3.1,2.6,5.1,4,6.3,3.5,6,4.7,4,4.9,4.4,4.1,4.9,4.4,4.9,5.4,5.5,4.5
Edimilson,Fernandes,MID,WHU,4900000,2,9,0.214285714285714,4.3731778425656E-08,1.83673469387755E-06,0,472,2,6,0,0,0,0,0,1.8,36,-1,0,9,1,0.2,0,1,0,0,1,0,0,0,574,0,0,0,0,303,30,0,0,30,Liverpool,Burnley,Hull City,Swansea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4300000,0,11,1.4,3.25581395348837E-07,2.55813953488372E-06,0,53643,3,15,0,0,0,0,0,2.6,3309,-2,0,11,2,0.2,0,0.7,0,0,1,0,0,1.3,8802,0,333,0,0,720,38,0,0,116,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,0,1,0.9,1.4,1.3,0.9,1.4,1.2,1.2,0.8,0.8,0.7,1.2,1,0.8,0.8,1,1.3,0.9,1.2,0.7,1.1,0.7,1
,Fernandinho,MID,MCI,5400000,-1,35,2.5,4.62962962962963E-07,6.48148148148148E-06,0,102891,3,15,0,0,0,1,0,6.5,12866,-1,0,35,1,0.4,0,2.3,3,0,2,0,1,1.6,63576,0,417,0,0,1260,298,0,1,225,Leicester,Watford,Arsenal,Hull City,Liverpool,0,0,0,1.9,1.2,2.6,1.6,1.7,1.6,1.9,1.6,2,2.4,1.7,1.4,1.4,1.3,1.9,1.7,1.7,2.2,1.7,2.7,2.1
,Fernando,MID,MCI,4700000,0,10,0.238095238095238,5.06585612968592E-08,2.12765957446809E-06,0,11760,1,3,0,0,0,0,0,2.1,349,-3,0,10,3,0.3,0,1.3,1,0,1,0,0,0.2,4860,0,236,0,0,301,282,0,0,61,Leicester,Watford,Arsenal,Hull City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,4,0.0952380952380952,2.16450216450216E-08,9.09090909090909E-07,0,477,1,1,0,0,0,0,0,0.9,17,-1,0,4,1,0,0,0,0,0,1,0,0,0,497,0,0,0,0,165,11,0,0,27,Chelsea,Swansea,Man Utd,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto,Firmino,MID,LIV,8800000,2,75,5.8,6.59090909090909E-07,8.52272727272727E-06,0,491036,1,17,0,0,0,5,0,8.5,51625,3,0,75,-3,0.3,0,2.7,7,0,3,0,5,18.7,837760,0,522,0,3,1154,62623,0,0,255,West Ham,Middlesbrough,Everton,Stoke,Man City,7.3,6.4,4.9,7.2,6.2,6.3,6.1,7.6,6.5,5.8,7.1,6,5.4,8.7,4.9,8.3,8.3,5.8,5.4,7.1,6.1,8,5.1,7.8
Viktor,Fischer,MID,MID,4900000,6,17,0.404761904761905,8.26044703595724E-08,3.46938775510204E-06,0,41555,0,4,0,0,0,0,0,3.5,154,-6,0,17,6,0.6,0,2.7,0,0,1,0,2,0.2,1332,0,0,0,0,251,148,0,0,56,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mathieu,Flamini,MID,CRY,4300000,1,3,0.0714285714285714,1.66112956810631E-08,6.97674418604651E-07,0,1933,0,1,0,0,0,0,0,0.7,190,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0,2686,0,0,0,0,22,196,0,0,9,Hull City,Man Utd,Chelsea,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon,Flanagan,DEF,BUR,4300000,1,3,0.0714285714285714,1.66112956810631E-08,6.97674418604651E-07,0,14446,1,4,0,0,0,0,0,0.7,327,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.3,3199,0,67,0,0,225,130,0,0,35,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Fletcher,FWD,WHU,5000000,1,9,1,2E-07,1.8E-06,0,7015,2,10,0,0,0,0,0,1.8,505,0,0,9,0,0.1,0,0.7,0,0,0,0,0,0.2,9822,0,0,0,0,299,1118,0,0,10,Liverpool,Burnley,Hull City,Swansea,Leicester,0.5,0.8,0.8,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.8,0.7,0.5,0.7,0.5,0.7,0.5,0.6,0.7,0.5
Darren,Fletcher,MID,WBA,4400000,5,40,2.9,6.59090909090909E-07,9.09090909090909E-06,0,342739,0,13,0,0,0,1,0,9.1,11122,-1,0,40,1,1.2,0,5.3,0,0,5,0,1,8.7,159988,0,403,0,0,1174,24281,0,0,160,Chelsea,Swansea,Man Utd,Arsenal,Southampton,1.6,2.5,2.7,1.7,2,2.5,1.6,3.6,2.6,2.3,2,2.9,2.3,1.9,1.5,2.5,2.5,2.7,1.9,1.9,3.5,2.1,2,2.5
Jose,Fonte,DEF,SOU,5400000,1,46,3.5,6.48148148148148E-07,8.51851851851852E-06,0,108049,1,14,0,0,0,0,0,8.5,4868,-1,0,46,1,0.9,0,5,6,0,5,0,0,5.1,101602,0,487,0,0,1170,15156,0,0,253,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,3.9,4.2,3.2,4.4,4.4,2.7,2.7,3.9,3.2,5.1,2.4,4.8,3.2,3.4,2.8,5,4.3,3.5,3.5,2.6,4.4,3.8,3.2,4.8
Adam,Forshaw,MID,MID,4500000,3,33,2.4,5.33333333333333E-07,7.33333333333333E-06,0,5213,2,13,0,0,0,0,0,7.3,720,0,0,33,0,0.8,0,3.7,1,0,4,0,1,0.2,9493,0,0,0,0,1149,1143,0,0,209,Southampton,Liverpool,Swansea,Burnley,Man Utd,1.5,1.3,1.8,1.6,1.9,2.6,1.9,1.6,1.6,1.2,2.1,1.6,1.8,2.7,1.9,1.9,1.8,2.4,1.2,1.4,1.3,1.2,2,1.2
Fraser,Forster,GLK,SOU,5000000,1,44,3.1,6.2E-07,8.8E-06,0,103687,2,15,0,19,0,0,0,8.8,4058,0,0,44,0,0.9,0,4.3,0,0,5,0,0,5,105290,0,233,0,0,1260,12118,0,0,201,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,3.3,3.5,2.6,3.7,3.7,2.2,2.2,3.3,2.7,4.5,2,4.3,2.7,2.8,2.3,4.3,3.6,2.9,3,2.1,3.7,3.4,2.7,4.1
Ben,Foster,GLK,WBA,4700000,3,48,3.4,7.23404255319149E-07,1.02127659574468E-05,0,211135,0,17,0,47,0,0,0,10.2,11508,2,0,48,-2,0.9,0,4,3,0,3,0,0,16,489102,0,129,0,1,1260,19256,0,0,258,Chelsea,Swansea,Man Utd,Arsenal,Southampton,2.8,3.6,3,4.6,3.5,4,3,3.6,3.5,4.4,4.3,4.6,3.8,3,4.4,2.7,3.4,4.4,5,3.2,3.5,2.9,3.3,3.5
Timothy,Fosu-Mensah,DEF,MUN,4200000,0,1,0.0238095238095238,5.66893424036281E-09,2.38095238095238E-07,0,7312,0,0,0,0,0,0,0,0.2,195,-3,0,1,3,0,0,0,0,0,0,0,0,0.2,2364,0,40,0,0,1,71,0,0,2,Tottenham,Crystal Palace,West Brom,Sunderland,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Francis,DEF,BOU,4600000,0,36,2.6,5.65217391304348E-07,7.82608695652174E-06,0,47009,3,22,0,0,0,0,0,7.8,3916,1,0,36,-1,0.4,0,2,3,0,4,0,0,2.8,104658,0,462,0,1,1260,3726,0,0,277,Burnley,Leicester,Southampton,Chelsea,Swansea,1.5,2.6,3.3,1.4,1.9,3.7,2.1,2.9,2.9,1.5,2.3,2.1,1.4,3.7,2.7,1.9,2.5,2.5,1.6,2.6,1.3,3.3,3.3,1.3
Ryan,Fraser,MID,BOU,4900000,15,23,0.547619047619048,1.1175898931001E-07,4.69387755102041E-06,0,641,0,2,0,0,0,1,0,4.7,366,-1,0,23,1,1,0,5,3,0,1,0,2,0.2,6417,0,0,0,1,251,6114,0,0,66,Burnley,Leicester,Southampton,Chelsea,Swansea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
George,Friend,DEF,MID,4400000,0,35,3.5,7.95454545454545E-07,7.95454545454546E-06,0,188212,1,12,0,0,0,0,0,8,11436,-1,1,35,1,0,0,0,5,0,2,0,2,3.3,107277,0,0,0,0,900,1154,-1,0,199,Southampton,Liverpool,Swansea,Burnley,Man Utd,0,0,3.6,3.2,2.9,3.5,3.7,4.8,4,3.3,4.3,4,4.7,3.6,3,3.8,4,4.4,4.4,3.7,3.1,3.1,4.4,4.3
Dael,Fry,DEF,MID,4000000,0,0,0,0,0,0,60163,0,0,0,0,0,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3313,0,0,0,0,0,27,0,0,0,Southampton,Liverpool,Swansea,Burnley,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezekiel,Fryers,DEF,CRY,4500000,0,7,0.166666666666667,3.7037037037037E-08,1.55555555555556E-06,0,554,0,4,0,0,0,0,0,1.6,33,0,0,7,0,0,0,0,0,0,0,0,1,0,835,0,0,0,0,125,19,0,0,29,Hull City,Man Utd,Chelsea,Watford,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5400000,0,38,2.7,5E-07,7.03703703703704E-06,0,285048,4,24,0,0,0,1,0,7,28160,-1,0,38,1,0,0,0,3,0,3,0,1,7.2,122480,0,482,0,1,1237,435,0,0,273,Man City,Bournemouth,Stoke,Everton,West Ham,2.5,1.9,2.7,3.4,3.9,2,2.7,2,1.6,2.4,2,4.1,3.2,3.2,2.8,3.5,2.9,1.6,2.1,3.2,2.2,3,1.7,3.7
Jay,Fulton,MID,SWA,4400000,0,5,0.119047619047619,2.70562770562771E-08,1.13636363636364E-06,0,1086,2,7,0,0,0,0,0,1.1,58,-1,0,5,1,0.3,0,1.3,0,0,1,0,0,0,680,0,4,0,0,240,22,0,0,27,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4600000,2,16,0.380952380952381,8.2815734989648E-08,3.47826086956522E-06,0,75517,0,8,0,0,0,0,0,3.5,888,-4,0,16,4,0.2,0,0.7,1,0,1,0,0,1.3,17749,0,304,0,0,468,782,0,0,100,Watford,Arsenal,Liverpool,Leicester,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Gabriel,DEF,ARS,4800000,2,3,0.0714285714285714,1.48809523809524E-08,6.25E-07,0,6247,1,2,0,0,0,0,0,0.6,219,-2,0,3,2,0.2,0,1,0,0,0,0,0,0.2,3019,0,244,0,0,165,1542,0,0,18,Stoke,Everton,Man City,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendan,Galloway,DEF,WBA,4100000,0,9,0.214285714285714,5.22648083623693E-08,2.19512195121951E-06,0,14258,0,3,0,0,0,0,0,2.2,362,-4,0,9,4,0,0,0,0,0,1,0,0,0.2,12962,0,126,0,0,247,422,0,0,44,Chelsea,Swansea,Man Utd,Arsenal,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0,0,0,0,24862,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1884,0,0,0,0,0,10,0,0,0,Chelsea,Swansea,Man Utd,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Garcia,MID,MCI,5000000,0,3,0.0714285714285714,1.42857142857143E-08,6E-07,0,241,0,1,0,0,0,0,0,0.6,24,0,0,3,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,29,16,0,0,11,Leicester,Watford,Arsenal,Hull City,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig,Gardner,MID,WBA,5200000,0,13,0.30952380952381,5.95238095238095E-08,2.5E-06,0,6639,1,5,0,0,0,0,0,2.5,79,-3,0,13,3,0.1,0,0.3,0,0,1,0,1,0.1,4959,0,244,0,0,204,18,0,0,51,Chelsea,Swansea,Man Utd,Arsenal,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Florin,Gardos,DEF,SOU,4000000,0,0,0,0,0,0,3366,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4636,0,0,0,0,0,159,0,0,0,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,15,0,0,0,3,0,0,0,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Gibbs,DEF,ARS,4800000,0,7,0.166666666666667,3.47222222222222E-08,1.45833333333333E-06,0,18782,1,1,0,0,0,0,0,1.5,558,-2,0,7,2,0,0,0,0,0,0,0,1,0.5,6023,0,69,0,0,137,320,0,0,36,Stoke,Everton,Man City,West Brom,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4800000,8,53,3.8,7.91666666666667E-07,1.10416666666667E-05,0,75931,0,15,0,0,0,1,0,11,7511,3,0,53,-3,0.8,0,3.7,7,0,4,0,0,8,351879,0,0,0,1,1260,25211,0,0,268,Southampton,Liverpool,Swansea,Burnley,Man Utd,4.3,5.5,4,3.6,3.3,4,4.2,5.2,4.5,3.8,4.8,4.4,5.2,4.1,3.4,4.2,4.5,5,4.8,4.1,3.5,3.5,5,4.7
Darron,Gibson,MID,EVE,4300000,0,0,0,0,0,0,4574,0,0,0,0,0,0,0,0,202,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2116,0,44,0,0,0,88,0,0,0,Watford,Arsenal,Liverpool,Leicester,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivier,Giroud,FWD,ARS,8700000,0,30,4.3,4.94252873563218E-07,3.44827586206897E-06,0,144016,0,0,0,0,0,3,0,3.4,16766,-3,1,30,3,0.4,0,3.7,5,0,0,0,2,1.5,137826,0,629,0,1,130,6177,-1,0,106,Stoke,Everton,Man City,West Brom,Crystal Palace,4.4,4.5,5.8,4.6,5.2,4.3,5.9,6,4.8,4.3,5.6,4.6,5,5.9,4.9,5.2,5.6,5.5,5.1,5.8,4.5,4.6,5,5.4
Shay,Given,GLK,STK,4400000,0,13,0.30952380952381,7.03463203463203E-08,2.95454545454545E-06,0,19373,1,14,0,18,0,0,0,3,524,-1,0,13,1,0,0,0,3,0,0,0,0,0.6,18936,1,24,1,1,450,91,0,0,92,Arsenal,Southampton,Leicester,Liverpool,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Serge,Gnabry,MID,ARS,5000000,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,4,0,0,0,8,0,0,0,Stoke,Everton,Man City,West Brom,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heurelho,Gomes,GLK,WAT,4900000,1,39,2.8,5.71428571428571E-07,7.95918367346939E-06,0,65082,1,20,0,34,0,0,0,8,2461,-1,0,39,1,0.2,0,1,4,0,3,0,0,2.1,27925,1,375,0,0,1202,988,0,0,226,Everton,Man City,Sunderland,Crystal Palace,Tottenham,3.2,2.3,1.9,2.9,3,3.3,2.6,2.5,3.8,3.4,1.9,3.8,3.4,2,2.7,2.7,3,2.2,2.7,2.8,4.1,1.6,2.1,2.3
Joseph,Gomez,DEF,LIV,4800000,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,25,-2,0,0,2,0,0,0,0,0,0,0,0,0,234,0,58,0,0,0,28,0,0,0,West Ham,Middlesbrough,Everton,Stoke,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0,0,0,0,1448,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,242,0,0,0,39,0,0,0,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynden,Gooch,MID,SUN,4300000,0,10,0.238095238095238,5.53709856035438E-08,2.32558139534884E-06,0,3120,3,5,0,0,0,0,0,2.3,227,-2,0,10,2,0.1,0,0.3,0,0,1,0,0,0.1,3747,0,0,0,0,323,46,0,0,38,Swansea,Chelsea,Watford,Man Utd,Burnley,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,2,28,0.666666666666667,1.41843971631206E-07,5.95744680851064E-06,0,7203,3,9,0,0,0,2,0,6,610,-3,0,28,3,0.4,0,1.7,1,0,2,0,0,0.2,6687,0,331,0,0,573,510,0,0,118,Burnley,Leicester,Southampton,Chelsea,Swansea,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3
