FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Matthew,Lowton,DEF,BUR,4500000,0,29,2.2,4.88888888888889E-07,6.44444444444444E-06,0,16097,4,21,0,0,0,0,0,6.4,1153,0,0,29,0,0.1,0,0.3,2,0,3,0,0,0.8,31573,0,0,0,0,1170,708,0,0,214,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,2,2.9,2.1,1.2,1.9,2.1,1.1,2.5,2.4,2.1,1.4,2,1.5,1.4,2,1.1,2.4,2.6,1.4,1.1,1.7,1.7,2.3,1.4,3.2
Leiva,Lucas,MID,LIV,4400000,1,6,0.153846153846154,3.4965034965035E-08,1.36363636363636E-06,0,7429,1,2,0,0,0,0,0,1.4,218,-1,0,6,1,0.2,0,1,0,0,0,0,0,0.2,8036,0,253,0,0,196,168,0,0,32,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Greg,Luer,FWD,HUL,4400000,0,0,0,0,0,0,3622,0,0,0,0,0,0,0,0,215,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,4396,0,0,0,0,0,130,0,0,0,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,FWD,EVE,9500000,1,72,6,6.31578947368421E-07,7.57894736842105E-06,0,770938,1,13,0,0,0,7,0,7.3,221392,5,3,72,-5,0.2,0,1.7,13,0,3,0,3,28,1524138,0,754,0,2,1016,8992,-3,0,253,Man Utd,Watford,Arsenal,Liverpool,Leicester,8.4,6.4,8,9,5.9,6.8,8.8,8.8,7,7,9,7,9,5.8,8.6,8.7,6.1,6.1,9,9,6.4,8.1,7,8.6,6.5
Shaun,MacDonald,MID,BOU,4500000,0,0,0,0,0,0,3615,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.1,165,0,3,0,0,0,7,0,0,0,Liverpool,Burnley,Leicester,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo,Maffeo,DEF,MCI,4500000,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,18,0,0,0,Chelsea,Leicester,Watford,Arsenal,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,HUL,4400000,0,8,1.1,2.5E-07,1.81818181818182E-06,0,1179,0,14,0,0,0,0,0,1.8,85,-1,0,8,1,0.2,0,0.7,0,0,0,0,1,0,1480,0,0,0,0,378,17,0,0,84,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,0.6,0.6,0.6,0.9,0.6,0.7,0.6,0.9,0.6,0.6,1.1,1.1,0.8,0.6,0.6,0.6,1.1,0.6,0.6,0.9,0.6,0.6,0.6,0.7,0.7
Riyad,Mahrez,MID,LEI,9000000,9,48,3.7,4.11111111111111E-07,5.33333333333333E-06,0,761355,2,19,0,0,0,3,0,5.3,4386,-5,0,48,5,0.8,1,7.3,4,0,3,0,2,10.5,109104,0,994,0,0,1011,18594,0,0,161,Sunderland,Man City,Bournemouth,Stoke,Everton,3.4,3.3,2.2,2.9,4.7,4,3.4,3.4,2.3,2.4,4.4,2.9,3.2,4,2,2.2,3.8,5.4,2.2,2.7,3.9,2.6,4.3,2.1,4.7
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0256410256410256,5.6980056980057E-09,2.22222222222222E-07,0,31,0,0,0,0,0,0,0,0.2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,2,9,0,0,5,West Ham,Stoke,Everton,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun,Maloney,MID,HUL,4400000,0,15,0.384615384615385,8.74125874125874E-08,3.40909090909091E-06,0,76917,0,5,0,0,0,1,0,3.4,2110,-1,1,15,1,0,0,0,2,0,0,0,1,0.9,88054,0,0,0,1,151,16,-1,0,55,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Steve,Mandanda,GLK,CRY,4400000,0,19,2.1,4.77272727272727E-07,4.31818181818182E-06,0,100765,0,17,0,24,0,0,0,4.3,6698,-1,0,19,1,0.2,0,0.7,0,0,0,0,0,3,41644,0,0,0,0,810,66,0,0,120,Southampton,Hull City,Man Utd,Chelsea,Watford,0,0,0,0,0,0,0,2.5,2,1.8,1.6,2.4,1.4,1.9,1.9,1.7,1.4,1.8,2.4,1.6,2.4,2,1.5,1.8,1.3
Sadio,Mane,MID,LIV,9300000,6,70,5.8,6.23655913978495E-07,7.52688172043011E-06,0,472319,1,11,0,0,0,6,0,7.7,12518,3,-2,70,-3,0.8,0,7.3,4,0,4,0,3,19.3,653291,0,635,0,1,1049,157366,2,0,227,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,4.9,7.3,6.9,4.9,7,6.3,6.4,6.2,7.3,6.5,6,7.2,6,5.6,8.7,4.7,8.4,8.4,6.2,5.6,6.9,6.1,7.7,4.9,7.7
Eliaquim,Mangala,DEF,MCI,5400000,0,0,0,0,0,0,19874,0,0,0,0,0,0,0,0,93,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,732,0,235,0,0,0,10,0,0,0,Chelsea,Leicester,Watford,Arsenal,Hull City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander,Manninger,GLK,LIV,4000000,0,0,0,0,0,0,4695,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0.4,8406,0,0,0,0,0,173,0,0,0,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vito,Mannone,GLK,SUN,4300000,0,3,0.0769230769230769,1.78890876565295E-08,6.97674418604651E-07,0,30924,0,4,0,4,0,0,0,0.7,276,-2,0,3,2,0,0,0,0,0,0,0,0,0.4,4149,0,210,0,0,180,83,0,0,25,Leicester,Swansea,Chelsea,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier,Manquillo,DEF,SUN,4400000,0,10,1.4,3.18181818181818E-07,2.27272727272727E-06,0,1596,1,12,0,0,0,0,0,2.2,98,-1,1,10,1,0,0,0,0,0,0,0,0,0,2194,0,0,0,0,630,23,-1,0,61,Leicester,Swansea,Chelsea,Watford,Man Utd,0.9,0.8,0.9,1,0.7,0.7,1.7,1.2,0.8,1.1,0.9,1.2,0.7,0.8,0.8,1.2,0.8,0.7,0.7,1.6,1.4,1.5,0.8,0.9,0.7
,Marc Wilson,DEF,BOU,4000000,0,0,0,0,0,0,36669,0,0,0,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,1.6,31023,0,14,0,0,0,233,0,0,0,Liverpool,Burnley,Leicester,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian,Mariappa,DEF,WAT,4000000,0,0,0,0,0,0,8054,0,0,0,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0.4,21548,0,0,0,0,0,383,0,0,0,West Brom,Everton,Man City,Sunderland,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lazar,Markovic,MID,LIV,5400000,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,19,-1,0,0,1,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,8,0,0,0,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean,Marney,MID,BUR,4500000,5,33,2.5,5.55555555555556E-07,7.33333333333333E-06,0,31681,4,19,0,0,0,1,0,7.3,2670,0,0,33,0,0.6,0,2.7,1,0,3,0,1,0.9,54516,0,0,0,0,1100,632,0,0,172,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,0,2.7,1.2,1.2,2.4,3.2,1.2,2.4,1.2,3.2,1.5,1.8,1.4,1.5,1.2,1.8,2.2,2.1,1.8,1.2,2.5,1.4,2.1,1.2,2.2
David,Marshall,GLK,HUL,4500000,2,16,2,4.44444444444444E-07,3.55555555555556E-06,0,2377,0,21,0,28,0,0,0,3.6,181,0,0,16,0,0.5,0,2.3,0,0,0,0,0,0.1,5351,0,0,0,0,720,210,0,0,127,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,1.6,1.7,1.4,2.2,1.3,1.9,1.7,2.3,1.3,1.1,2.6,2.5,1.9,1,1.4,1.2,2.5,1.4,1.3,2.2,1.6,1.6,1.5,1.9,1.8
Anthony,Martial,MID,MUN,9300000,0,27,0.692307692307692,7.44416873449132E-08,2.90322580645161E-06,0,281715,0,4,0,0,0,1,0,2.9,1078,-2,0,27,2,0.1,0,1,3,0,2,0,2,2.6,96592,0,593,0,1,383,1262,0,0,78,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Cuco,Martina,DEF,SOU,4300000,0,13,0.333333333333333,7.75193798449612E-08,3.02325581395349E-06,0,17181,0,4,0,0,0,0,0,3,2668,-2,0,13,2,0,0,0,0,0,1,0,0,0.5,30830,0,203,0,0,346,193,0,0,69,Crystal Palace,Middlesbrough,Stoke,Bournemouth,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Bruno,Martins Indi,DEF,STK,4900000,9,33,3.3,6.73469387755102E-07,6.73469387755102E-06,0,2869,0,13,0,0,0,0,0,6.7,375,-1,0,33,1,0.9,0,4.3,5,0,3,0,0,0.3,12422,0,0,0,1,900,5272,0,0,186,Burnley,Arsenal,Southampton,Leicester,Liverpool,3.8,4.7,3.8,3.1,4.2,3,3.3,2.9,2.6,3.8,3.8,3.4,3.3,2.8,3.1,3,2.3,3,4.7,3.4,3.6,4.5,3.6,4.1,3.6
Ryan,Mason,MID,HUL,4900000,1,19,0.487179487179487,9.94243851386708E-08,3.87755102040816E-06,0,3702,3,20,0,0,0,1,0,3.9,241,-1,0,19,1,0.3,0,1.7,0,0,0,0,0,0.1,3452,0,147,0,0,682,16,0,0,99,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Arthur,Masuaku,DEF,WHU,4700000,0,11,2.2,4.68085106382979E-07,2.34042553191489E-06,0,23279,1,13,0,0,0,0,0,2.3,108,-3,0,11,3,0,0,0,1,0,1,0,1,0.2,17496,0,0,0,0,436,25,0,0,107,Arsenal,Liverpool,Burnley,Hull City,Swansea,2.8,2.3,2.4,2.1,1.7,1.1,1.6,2.1,1.7,1.6,1.7,2.1,1.7,1.8,1.7,1.9,1.8,2.7,1.8,1.2,2.4,2.4,2.2,3.1,1.3
Juan,Mata,MID,MUN,7500000,2,47,4.3,5.73333333333333E-07,6.26666666666667E-06,0,128765,2,8,0,0,0,3,0,6.3,10047,0,0,47,0,0.6,0,4.3,6,0,5,0,1,4.4,211847,0,586,0,1,745,32319,0,0,225,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,3.5,4.3,4.2,4,6.1,4.7,3.6,3.5,4.5,4.5,4.4,4.8,3.4,5.3,3.8,5.1,4.3,5.3,5.1,3.8,3.8,4.4,3.3,3.3,4.1
Nemanja,Matic,MID,CHE,5100000,6,53,4.1,8.03921568627451E-07,1.03921568627451E-05,0,94702,2,10,0,0,0,0,0,10.4,6272,1,0,53,-1,1,0,5,1,0,7,0,7,5,179597,0,373,0,0,1135,17633,0,0,257,Man City,West Brom,Sunderland,Crystal Palace,Bournemouth,3,4.1,4.6,3.8,5.1,4,2.9,3.9,4.3,2,3,3.4,4.2,3.2,4.6,4,3.9,3.5,3.2,4,4.5,3.1,4.5,3.6,5.8
Joel,Matip,DEF,LIV,5500000,6,39,3.5,6.36363636363636E-07,7.09090909090909E-06,0,50996,1,9,0,0,0,1,0,7.1,6242,0,0,39,0,0.9,0,4.7,1,0,3,0,0,3.3,92174,0,0,0,0,990,11759,0,0,220,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0,5.2,3.2,2.5,4.8,3.6,2.4,2.4,3.9,3.9,3.5,4.5,1.9,4.9,4.8,2.6,4.7,5.2,4.3,3.4,4.3,3.2,4.7,3.9,3.7
Adam,Matthews,DEF,SUN,4000000,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,4,0,0,0,12,0,0,0,Leicester,Swansea,Chelsea,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,Mawson,DEF,SWA,4500000,0,7,0.179487179487179,3.98860398860399E-08,1.55555555555556E-06,0,460,0,6,0,0,0,0,0,1.6,85,0,0,7,0,0.1,0,0.3,1,0,1,0,0,0,830,1,0,0,0,270,7,0,0,67,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dieumerci,Mbokani,FWD,HUL,5500000,5,15,0.384615384615385,6.99300699300699E-08,2.72727272727273E-06,0,4485,0,8,0,0,0,0,0,2.7,668,0,0,15,0,0.5,0,3,0,0,1,0,2,0.1,6031,0,0,0,0,366,470,0,0,39,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
James,McArthur,MID,CRY,5000000,5,53,4.8,9.6E-07,1.06E-05,0,52269,2,21,0,0,0,4,0,10.6,4961,0,0,53,0,0.5,0,2.7,7,0,0,0,2,2.6,145556,0,282,0,1,915,6962,0,0,210,Southampton,Hull City,Man Utd,Chelsea,Watford,5.2,5.4,5.4,4.1,5.5,4.3,4.9,4.5,5.9,4.6,6.7,5.6,5.2,5.1,4.8,5.3,4,4.8,3.5,6.7,3,6.2,4.3,5,5.6
Gareth,McAuley,DEF,WBA,4900000,10,55,4.2,8.57142857142857E-07,1.12244897959184E-05,0,235700,1,16,0,0,0,3,0,11.5,2775,4,-2,55,-4,1.2,0,6,5,0,3,0,0,28.8,920334,0,339,0,2,1170,127684,2,0,222,Watford,Chelsea,Swansea,Man Utd,Arsenal,5,4.1,4.6,4,5.8,4.9,5.1,4.5,4.7,4.9,5.4,5.3,6.2,5.1,4,5.4,3.8,4.9,5.5,6.1,4.2,4.7,4.1,4.6,4.9
Oliver,McBurnie,FWD,SWA,4500000,0,1,0.0256410256410256,5.6980056980057E-09,2.22222222222222E-07,0,3636,0,0,0,0,0,0,0,0.2,212,0,0,1,0,0,0,0,0,0,0,0,0,0.1,5181,0,0,0,0,5,112,0,0,3,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,McCarthy,GLK,SOU,4400000,0,0,0,0,0,0,4390,0,0,0,0,0,0,0,0,164,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,602,0,82,0,0,0,14,0,0,0,Crystal Palace,Middlesbrough,Stoke,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McCarthy,MID,EVE,4800000,0,5,0.128205128205128,2.67094017094017E-08,1.04166666666667E-06,0,10687,1,4,0,0,0,0,0,1,80,-2,0,5,2,0.1,0,0.3,0,0,0,0,0,0.2,1874,0,365,0,0,232,26,0,0,28,Man Utd,Watford,Arsenal,Liverpool,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
James,McClean,MID,WBA,5000000,1,28,2.5,5E-07,5.6E-06,0,10501,4,11,0,0,0,1,0,5.6,198,0,0,28,0,0.1,0,0.7,1,0,2,0,2,0.2,8318,0,336,0,0,635,196,0,0,116,Watford,Chelsea,Swansea,Man Utd,Arsenal,2.1,1.3,1.9,2.1,1.4,1.6,1.9,1.4,2.8,2.3,1.7,1.5,2.3,1.7,1.5,1.2,2,2,2,1.4,1.4,2.8,1.6,1.5,2
Luke,McGee,GLK,TOT,4000000,0,0,0,0,0,0,2090,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2605,0,0,0,0,0,55,0,0,0,Swansea,Man Utd,Hull City,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan,McGregor,GLK,HUL,4400000,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,25,-1,0,0,1,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,13,0,0,0,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum,McManaman,MID,WBA,4300000,0,0,0,0,0,0,5919,0,0,0,0,0,0,0,0,237,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,3595,0,27,0,0,0,224,0,0,0,Watford,Chelsea,Swansea,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,McNair,DEF,SUN,4300000,0,12,0.307692307692308,7.15563506261181E-08,2.7906976744186E-06,0,11854,0,9,0,0,0,0,0,2.8,820,-2,0,12,2,0.6,0,2.7,0,0,1,0,0,0.3,4441,1,28,0,0,353,35,0,0,58,Leicester,Swansea,Chelsea,Watford,Man Utd,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Sam,McQueen,MID,SOU,4400000,1,9,0.230769230769231,5.24475524475524E-08,2.04545454545455E-06,0,1836,0,2,0,0,0,0,0,2,193,-1,0,9,1,0.1,0,0.3,0,0,0,0,1,0.1,3648,0,0,0,0,187,93,0,0,52,Crystal Palace,Middlesbrough,Stoke,Bournemouth,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Mee,DEF,BUR,4500000,1,31,2.4,5.33333333333333E-07,6.88888888888889E-06,0,23253,1,21,0,0,0,0,0,6.9,1746,0,0,31,0,0.2,0,0.7,0,0,3,0,1,1.3,47883,1,0,0,0,1170,2303,0,0,230,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,2.3,3.3,2.3,1.4,2.2,2.4,1.3,2.9,2.7,2.4,1.6,2.3,1.8,1.6,2.2,1.2,2.7,2.9,1.6,1.2,2,1.9,2.6,1.6,3.5
Nampalys,Mendy,MID,LEI,4400000,0,0,0,0,0,0,28536,1,0,0,0,0,0,0,0,195,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,2453,0,0,0,0,52,34,0,0,-1,Sunderland,Man City,Bournemouth,Stoke,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Per,Mertesacker,DEF,ARS,4800000,0,0,0,0,0,0,4351,0,0,0,0,0,0,0,0,57,-2,1,0,2,0,0,0,0,0,0,0,0,0.1,658,0,265,0,0,0,26,-1,0,0,West Ham,Stoke,Everton,Man City,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Meyler,MID,HUL,4500000,1,23,0.58974358974359,1.31054131054131E-07,5.11111111111111E-06,0,12507,1,18,0,0,0,1,0,5.1,524,0,0,23,0,0.2,0,0.7,0,0,1,0,0,0.3,14163,0,0,0,0,676,106,0,0,131,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Matt,Miazga,DEF,CHE,4400000,0,0,0,0,0,0,3599,0,0,0,0,0,0,0,0,39,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,393,0,18,0,0,0,5,0,0,0,Man City,West Brom,Sunderland,Crystal Palace,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Mignolet,GLK,LIV,4800000,0,16,0.41025641025641,8.54700854700855E-08,3.33333333333333E-06,0,99754,0,8,0,10,0,0,0,3.3,2428,-2,0,16,2,0,0,0,1,0,0,0,0,1.9,65556,0,340,1,0,450,341,0,0,81,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Mika,GLK,SUN,4400000,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,14,-1,1,0,1,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,6,-1,0,0,Leicester,Swansea,Chelsea,Watford,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Obi,Mikel,MID,CHE,4400000,0,0,0,0,0,0,4549,0,0,0,0,0,0,0,0,98,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1798,0,209,0,0,0,9,0,0,0,Man City,West Brom,Sunderland,Crystal Palace,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Milner,MID,LIV,6700000,9,62,5.6,8.35820895522388E-07,9.25373134328358E-06,0,217160,1,9,0,0,0,5,0,9.4,5210,2,-1,62,-2,0.7,0,4.7,10,0,3,0,1,7.5,445004,0,508,0,3,971,94189,1,0,283,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,4.7,7,6.6,4.6,6.7,5.9,6.2,5.8,7,6.2,5.7,6.9,5.7,5.3,8.4,4.4,8,8,5.9,5.3,6.6,5.8,7.3,4.7,7.4
Tyrone,Mings,DEF,BOU,4500000,0,0,0,0,0,0,813,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,1,0,0,0,22,0,0,0,Liverpool,Burnley,Leicester,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Mirallas,MID,EVE,6100000,1,34,0.871794871794872,1.4291719209752E-07,5.57377049180328E-06,0,197434,1,8,0,0,0,1,0,5.5,3173,-4,1,34,4,0.1,0,0.7,1,0,3,0,2,1.8,201913,0,245,0,0,705,177,-1,0,111,Man Utd,Watford,Arsenal,Liverpool,Leicester,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.7,0.6,0.4,0.4,0.4,0.4,0.4
Henrikh,Mkhitaryan,MID,MUN,8900000,1,5,0.128205128205128,1.44050705848459E-08,5.61797752808989E-07,0,235021,0,2,0,0,0,0,0,0.6,613,-6,0,5,6,0,0,0.3,0,0,0,0,0,1.6,20068,0,0,0,0,133,12908,0,0,14,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Nacho,Monreal,DEF,ARS,5900000,5,43,3.6,6.10169491525424E-07,7.28813559322034E-06,0,144449,1,12,0,0,0,0,0,7.3,2901,-1,0,43,1,0.5,0,3,4,0,4,0,1,4.3,73987,0,511,0,0,1063,7383,0,0,250,West Ham,Stoke,Everton,Man City,West Brom,4.7,4.4,3.3,3.4,4,3.9,4,4.1,4.4,3.9,3.4,4,4.1,4.6,3.6,4.3,3.1,4.9,4.5,4.1,3.6,3.7,3,5.1,4.3
Jefferson,Montero,MID,SWA,5000000,1,6,0.153846153846154,3.07692307692308E-08,1.2E-06,0,7590,0,2,0,0,0,0,0,1.2,45,-5,0,6,5,0.1,0,0.7,0,0,0,0,0,0.1,1841,0,202,0,0,170,34,0,0,37,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Alberto,Moreno,DEF,LIV,4500000,0,8,0.205128205128205,4.55840455840456E-08,1.77777777777778E-06,0,134854,1,5,0,0,0,0,0,1.7,2208,-5,1,8,5,0,0,0,1,0,0,0,1,1.8,14490,0,394,0,0,200,348,-1,0,46,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
